0	279	4	1.0
0	423	4	1.0
0	426	4	1.0
1	86	4	1.0
1	134	4	1.0
1	408	4	1.0
2	453	4	1.0
2	712	4	1.0
2	909	4	1.0
3	31	4	1.0
3	252	4	1.0
3	813	4	1.0
4	30	4	1.0
4	47	4	1.0
4	115	4	1.0
5	299	4	1.0
5	708	4	1.0
5	813	4	1.0
6	318	4	1.0
6	366	4	1.0
6	469	4	1.0
7	18	4	1.0
7	299	4	1.0
7	708	4	1.0
8	37	4	1.0
8	76	4	1.0
8	804	4	1.0
9	309	4	1.0
9	313	4	1.0
9	408	4	1.0
10	45	4	1.0
10	272	4	1.0
10	323	4	1.0
11	271	4	1.0
11	443	4	1.0
11	476	4	1.0
12	139	4	1.0
12	239	4	1.0
12	355	4	1.0
13	227	4	1.0
13	232	4	1.0
13	325	4	1.0
14	128	4	1.0
14	228	4	1.0
14	646	4	1.0
15	357	4	1.0
15	536	4	1.0
15	850	4	1.0
16	223	4	1.0
16	800	4	1.0
16	810	4	1.0
17	39	4	1.0
17	193	4	1.0
17	460	4	1.0
18	299	4	1.0
18	566	4	1.0
18	825	4	1.0
19	51	4	1.0
19	101	4	1.0
19	357	4	1.0
20	132	4	1.0
20	141	4	1.0
20	191	4	1.0
21	92	4	1.0
21	140	4	1.0
21	850	4	1.0
22	32	4	1.0
22	48	4	1.0
22	928	4	1.0
23	8	4	1.0
23	295	4	1.0
23	348	4	1.0
24	81	4	1.0
24	104	4	1.0
24	349	4	1.0
25	402	4	1.0
25	409	4	1.0
25	514	4	1.0
26	278	4	1.0
26	464	4	1.0
26	811	4	1.0
27	105	4	1.0
27	244	4	1.0
27	438	4	1.0
28	12	4	1.0
28	114	4	1.0
28	355	4	1.0
29	165	4	1.0
29	348	4	1.0
29	405	4	1.0
30	92	4	1.0
30	115	4	1.0
30	867	4	1.0
31	38	4	1.0
31	252	4	1.0
31	478	4	1.0
32	297	4	1.0
32	379	4	1.0
32	464	4	1.0
33	110	4	1.0
33	298	4	1.0
33	367	4	1.0
34	335	4	1.0
34	368	4	1.0
34	389	4	1.0
35	5	4	1.0
35	94	4	1.0
35	478	4	1.0
36	523	4	1.0
36	804	4	1.0
36	850	4	1.0
37	51	4	1.0
37	76	4	1.0
37	850	4	1.0
38	18	4	1.0
38	31	4	1.0
38	252	4	1.0
39	17	4	1.0
39	166	4	1.0
39	460	4	1.0
40	8	4	1.0
40	126	4	1.0
40	536	4	1.0
41	39	4	1.0
41	166	4	1.0
41	359	4	1.0
42	230	4	1.0
42	358	4	1.0
42	457	4	1.0
43	309	4	1.0
43	643	4	1.0
43	810	4	1.0
44	90	4	1.0
44	290	4	1.0
44	476	4	1.0
45	260	4	1.0
45	272	4	1.0
45	323	4	1.0
46	119	4	1.0
46	137	4	1.0
46	491	4	1.0
47	232	4	1.0
47	308	4	1.0
47	325	4	1.0
48	5	4	1.0
48	252	4	1.0
48	440	4	1.0
49	41	4	1.0
49	142	4	1.0
49	146	4	1.0
50	376	4	1.0
50	712	4	1.0
50	815	4	1.0
51	148	4	1.0
51	235	4	1.0
51	819	4	1.0
52	69	4	1.0
52	262	4	1.0
52	488	4	1.0
53	71	4	1.0
53	161	4	1.0
53	265	4	1.0
54	37	4	1.0
54	292	4	1.0
54	850	4	1.0
55	92	4	1.0
55	357	4	1.0
55	850	4	1.0
56	5	4	1.0
56	270	4	1.0
56	299	4	1.0
57	363	4	1.0
57	616	4	1.0
57	836	4	1.0
58	8	4	1.0
58	37	4	1.0
58	468	4	1.0
59	376	4	1.0
59	453	4	1.0
59	909	4	1.0
60	10	4	1.0
60	272	4	1.0
60	323	4	1.0
61	311	4	1.0
61	326	4	1.0
61	457	4	1.0
62	191	4	1.0
62	369	4	1.0
62	468	4	1.0
63	17	4	1.0
63	142	4	1.0
63	460	4	1.0
64	196	4	1.0
64	371	4	1.0
64	383	4	1.0
65	37	4	1.0
65	76	4	1.0
65	536	4	1.0
66	109	4	1.0
66	354	4	1.0
66	491	4	1.0
67	271	4	1.0
67	290	4	1.0
67	294	4	1.0
68	90	4	1.0
68	271	4	1.0
68	476	4	1.0
69	52	4	1.0
69	262	4	1.0
69	420	4	1.0
70	5	4	1.0
70	299	4	1.0
70	813	4	1.0
71	53	4	1.0
71	161	4	1.0
71	265	4	1.0
72	156	4	1.0
72	492	4	1.0
72	705	4	1.0
73	39	4	1.0
73	166	4	1.0
73	287	4	1.0
74	176	4	1.0
74	265	4	1.0
74	350	4	1.0
75	625	4	1.0
75	763	4	1.0
75	933	4	1.0
76	8	4	1.0
76	37	4	1.0
76	523	4	1.0
77	186	4	1.0
77	666	4	1.0
77	710	4	1.0
78	11	4	1.0
78	145	4	1.0
78	227	4	1.0
79	375	4	1.0
79	414	4	1.0
79	709	4	1.0
80	11	4	1.0
80	271	4	1.0
80	476	4	1.0
81	18	4	1.0
81	152	4	1.0
81	951	4	1.0
82	138	4	1.0
82	384	4	1.0
82	394	4	1.0
83	388	4	1.0
83	431	4	1.0
83	476	4	1.0
84	51	4	1.0
84	92	4	1.0
84	148	4	1.0
85	147	4	1.0
85	169	4	1.0
85	301	4	1.0
86	134	4	1.0
86	408	4	1.0
86	486	4	1.0
87	29	4	1.0
87	121	4	1.0
87	160	4	1.0
88	254	4	1.0
88	288	4	1.0
88	387	4	1.0
89	5	4	1.0
89	56	4	1.0
89	483	4	1.0
90	271	4	1.0
90	388	4	1.0
90	476	4	1.0
91	124	4	1.0
91	504	4	1.0
91	606	4	1.0
92	242	4	1.0
92	517	4	1.0
92	850	4	1.0
93	774	4	1.0
93	874	4	1.0
93	915	4	1.0
94	5	4	1.0
94	56	4	1.0
94	813	4	1.0
95	271	4	1.0
95	290	4	1.0
95	443	4	1.0
96	111	4	1.0
96	202	4	1.0
96	342	4	1.0
97	231	4	1.0
97	288	4	1.0
97	481	4	1.0
98	133	4	1.0
98	354	4	1.0
98	491	4	1.0
99	273	4	1.0
99	288	4	1.0
99	481	4	1.0
100	289	4	1.0
100	315	4	1.0
100	369	4	1.0
101	19	4	1.0
101	231	4	1.0
101	473	4	1.0
102	402	4	1.0
102	552	4	1.0
102	803	4	1.0
103	265	4	1.0
103	350	4	1.0
103	353	4	1.0
104	81	4	1.0
104	453	4	1.0
104	909	4	1.0
105	298	4	1.0
105	387	4	1.0
105	460	4	1.0
106	425	4	1.0
106	523	4	1.0
106	863	4	1.0
107	84	4	1.0
107	804	4	1.0
107	930	4	1.0
108	74	4	1.0
108	337	4	1.0
108	485	4	1.0
109	194	4	1.0
109	280	4	1.0
109	371	4	1.0
110	384	4	1.0
110	387	4	1.0
110	405	4	1.0
111	181	4	1.0
111	465	4	1.0
111	862	4	1.0
112	331	4	1.0
112	413	4	1.0
112	464	4	1.0
113	426	4	1.0
113	434	4	1.0
113	443	4	1.0
114	28	4	1.0
114	260	4	1.0
114	381	4	1.0
115	786	4	1.0
115	801	4	1.0
115	952	4	1.0
116	92	4	1.0
116	231	4	1.0
116	242	4	1.0
117	12	4	1.0
117	139	4	1.0
117	223	4	1.0
118	190	4	1.0
118	439	4	1.0
118	671	4	1.0
119	12	4	1.0
119	289	4	1.0
119	369	4	1.0
120	772	4	1.0
120	774	4	1.0
120	874	4	1.0
121	29	4	1.0
121	87	4	1.0
121	289	4	1.0
122	229	4	1.0
122	249	4	1.0
122	382	4	1.0
123	233	4	1.0
123	303	4	1.0
123	708	4	1.0
124	8	4	1.0
124	91	4	1.0
124	277	4	1.0
125	212	4	1.0
125	433	4	1.0
125	857	4	1.0
126	98	4	1.0
126	146	4	1.0
126	372	4	1.0
127	247	4	1.0
127	813	4	1.0
127	961	4	1.0
128	1	4	1.0
128	45	4	1.0
128	260	4	1.0
129	85	4	1.0
129	341	4	1.0
129	921	4	1.0
130	480	4	1.0
130	494	4	1.0
130	967	4	1.0
131	285	4	1.0
131	395	4	1.0
131	622	4	1.0
132	20	4	1.0
132	167	4	1.0
132	218	4	1.0
133	98	4	1.0
133	354	4	1.0
133	491	4	1.0
134	86	4	1.0
134	408	4	1.0
134	486	4	1.0
135	532	4	1.0
135	533	4	1.0
135	860	4	1.0
136	258	4	1.0
136	380	4	1.0
136	432	4	1.0
137	348	4	1.0
137	467	4	1.0
137	471	4	1.0
138	82	4	1.0
138	277	4	1.0
138	394	4	1.0
139	12	4	1.0
139	355	4	1.0
139	424	4	1.0
140	21	4	1.0
140	92	4	1.0
140	148	4	1.0
141	167	4	1.0
141	230	4	1.0
141	392	4	1.0
142	17	4	1.0
142	39	4	1.0
142	143	4	1.0
143	136	4	1.0
143	142	4	1.0
143	523	4	1.0
144	138	4	1.0
144	394	4	1.0
144	983	4	1.0
145	271	4	1.0
145	290	4	1.0
145	443	4	1.0
146	49	4	1.0
146	126	4	1.0
146	199	4	1.0
147	335	4	1.0
147	389	4	1.0
147	558	4	1.0
148	51	4	1.0
148	235	4	1.0
148	326	4	1.0
149	216	4	1.0
149	260	4	1.0
149	381	4	1.0
150	782	4	1.0
150	813	4	1.0
150	894	4	1.0
151	20	4	1.0
151	141	4	1.0
151	218	4	1.0
152	18	4	1.0
152	329	4	1.0
152	566	4	1.0
153	258	4	1.0
153	380	4	1.0
153	469	4	1.0
154	511	4	1.0
154	772	4	1.0
154	874	4	1.0
155	56	4	1.0
155	174	4	1.0
155	299	4	1.0
156	225	4	1.0
156	772	4	1.0
156	874	4	1.0
157	376	4	1.0
157	453	4	1.0
157	909	4	1.0
158	772	4	1.0
158	774	4	1.0
158	913	4	1.0
159	52	4	1.0
159	262	4	1.0
159	280	4	1.0
160	29	4	1.0
160	87	4	1.0
160	121	4	1.0
161	53	4	1.0
161	71	4	1.0
161	265	4	1.0
162	318	4	1.0
162	444	4	1.0
162	446	4	1.0
163	83	4	1.0
163	388	4	1.0
163	431	4	1.0
164	245	4	1.0
164	250	4	1.0
164	525	4	1.0
165	256	4	1.0
165	284	4	1.0
165	457	4	1.0
166	39	4	1.0
166	235	4	1.0
166	813	4	1.0
167	253	4	1.0
167	392	4	1.0
167	396	4	1.0
168	51	4	1.0
168	235	4	1.0
168	850	4	1.0
169	34	4	1.0
169	365	4	1.0
169	442	4	1.0
170	605	4	1.0
170	813	4	1.0
170	961	4	1.0
171	707	4	1.0
171	749	4	1.0
171	838	4	1.0
172	256	4	1.0
172	321	4	1.0
172	460	4	1.0
173	79	4	1.0
173	119	4	1.0
173	435	4	1.0
174	56	4	1.0
174	299	4	1.0
174	483	4	1.0
175	153	4	1.0
175	380	4	1.0
175	432	4	1.0
176	74	4	1.0
176	265	4	1.0
176	350	4	1.0
177	18	4	1.0
177	201	4	1.0
177	478	4	1.0
178	5	4	1.0
178	112	4	1.0
178	331	4	1.0
179	51	4	1.0
179	611	4	1.0
179	850	4	1.0
180	380	4	1.0
180	596	4	1.0
180	838	4	1.0
181	111	4	1.0
181	362	4	1.0
181	421	4	1.0
182	176	4	1.0
182	265	4	1.0
182	350	4	1.0
183	772	4	1.0
183	774	4	1.0
183	874	4	1.0
184	437	4	1.0
184	447	4	1.0
184	720	4	1.0
185	25	4	1.0
185	192	4	1.0
185	411	4	1.0
186	77	4	1.0
186	252	4	1.0
186	900	4	1.0
187	351	4	1.0
187	453	4	1.0
187	909	4	1.0
188	21	4	1.0
188	326	4	1.0
188	740	4	1.0
189	397	4	1.0
189	425	4	1.0
189	867	4	1.0
190	118	4	1.0
190	439	4	1.0
190	671	4	1.0
191	20	4	1.0
191	62	4	1.0
191	482	4	1.0
192	25	4	1.0
192	142	4	1.0
192	185	4	1.0
193	326	4	1.0
193	611	4	1.0
193	867	4	1.0
194	98	4	1.0
194	301	4	1.0
194	465	4	1.0
195	99	4	1.0
195	273	4	1.0
195	464	4	1.0
196	371	4	1.0
196	496	4	1.0
196	499	4	1.0
197	218	4	1.0
197	254	4	1.0
197	392	4	1.0
198	176	4	1.0
198	350	4	1.0
198	485	4	1.0
199	98	4	1.0
199	146	4	1.0
199	213	4	1.0
200	91	4	1.0
200	158	4	1.0
200	345	4	1.0
201	177	4	1.0
201	386	4	1.0
201	478	4	1.0
202	342	4	1.0
202	369	4	1.0
202	491	4	1.0
203	77	4	1.0
203	177	4	1.0
203	608	4	1.0
204	605	4	1.0
204	666	4	1.0
204	710	4	1.0
205	91	4	1.0
205	442	4	1.0
205	786	4	1.0
206	176	4	1.0
206	350	4	1.0
206	485	4	1.0
207	18	4	1.0
207	38	4	1.0
207	252	4	1.0
208	8	4	1.0
208	277	4	1.0
208	804	4	1.0
209	352	4	1.0
209	490	4	1.0
209	900	4	1.0
210	368	4	1.0
210	516	4	1.0
210	874	4	1.0
211	76	4	1.0
211	320	4	1.0
211	326	4	1.0
212	792	4	1.0
212	857	4	1.0
212	926	4	1.0
213	98	4	1.0
213	372	4	1.0
213	499	4	1.0
214	28	4	1.0
214	355	4	1.0
214	424	4	1.0
215	176	4	1.0
215	265	4	1.0
215	350	4	1.0
216	45	4	1.0
216	260	4	1.0
216	381	4	1.0
217	72	4	1.0
217	469	4	1.0
217	492	4	1.0
218	197	4	1.0
218	358	4	1.0
218	392	4	1.0
219	83	4	1.0
219	340	4	1.0
219	656	4	1.0
220	246	4	1.0
220	280	4	1.0
220	477	4	1.0
221	43	4	1.0
221	274	4	1.0
221	407	4	1.0
222	100	4	1.0
222	257	4	1.0
222	315	4	1.0
223	16	4	1.0
223	285	4	1.0
223	807	4	1.0
224	166	4	1.0
224	428	4	1.0
224	457	4	1.0
225	156	4	1.0
225	772	4	1.0
225	874	4	1.0
226	745	4	1.0
226	772	4	1.0
226	874	4	1.0
227	271	4	1.0
227	443	4	1.0
227	476	4	1.0
228	259	4	1.0
228	347	4	1.0
228	391	4	1.0
229	54	4	1.0
229	523	4	1.0
229	983	4	1.0
230	166	4	1.0
230	254	4	1.0
230	392	4	1.0
231	97	4	1.0
231	288	4	1.0
231	481	4	1.0
232	13	4	1.0
232	308	4	1.0
232	325	4	1.0
233	56	4	1.0
233	299	4	1.0
233	786	4	1.0
